Account Name,nsbi_sector,Deal Type,NSBI Financial Contribution (Commitment/Announced),Place Name,nsbi_county,PostalCode,fiscal year,Longitude,Latitude,New Georeferenced Column
AquaMedia Inc.,Other,EDP3,9310,Bedford,Halifax Regional Municipality,B4A 3N3,2021 - 2022,-63.676207,44.729382,POINT (-63.676207 44.729382)
Arcturus Studios Inc.,ICT (includes Digital Media),PRB,1372000,Dartmouth,Halifax Regional Municipality,B2Y 2S6,2021 - 2022,-60.194758,46.136899,POINT (-60.194758 46.136899)
Arcturus Studios Inc.,ICT (includes Digital Media),EDP2,16466,Dartmouth,Halifax Regional Municipality,B2Y 2S6,2021 - 2022,-60.194758,46.136899,POINT (-60.194758 46.136899)
Arcturus Studios Inc.,ICT (includes Digital Media),EDP2,13000,Dartmouth,Halifax Regional Municipality,B2Y 2S6,2021 - 2022,-60.194758,46.136899,POINT (-60.194758 46.136899)
Asante Logistic Group Inc.,Transportation & Logistics,EDP2,10375,Truro,Colchester,B2N 1B5,2021 - 2022,-63.851455,44.685935,POINT (-63.851455 44.685935)
Asante Logistic Group Inc.,Transportation & Logistics,PIVP,15000,truro,Colchester,B2N 1B5,2021 - 2022,-63.851455,44.685935,POINT (-63.851455 44.685935)
Asante Logistic Group Inc.,Transportation & Logistics,EDP 1,11800,Truro,Colchester,B2N 1B5,2021 - 2022,-63.851455,44.685935,POINT (-63.851455 44.685935)
Ashored Inc.,Oceans Technology,EDP 1,725,Bedford,Halifax Regional Municipality,B4A 2T3,2021 - 2022,-63.647648,44.737674,POINT (-63.647648 44.737674)
Atlantic Canada Business Network Ltd.,Business Services,EDP 1,2232,Halifax,Halifax Regional Municipality,B4A 1E4,2021 - 2022,-63.659321,44.731316,POINT (-63.659321 44.731316)
Atlantic Canada Business Network Ltd.,Business Services,EDP 1,2668,Halifax,Halifax Regional Municipality,B4A 1E4,2021 - 2022,-63.659321,44.731316,POINT (-63.659321 44.731316)
Atlantic Canada Business Network Ltd.,Business Services,EDP2,10000,Halifax,Halifax Regional Municipality,B4A 1E4,2021 - 2022,-63.659321,44.731316,POINT (-63.659321 44.731316)
Atlantic Canada Business Network Ltd.,Business Services,EDP3,15000,Halifax,Halifax Regional Municipality,B4A 1E4,2021 - 2022,-63.659321,44.731316,POINT (-63.659321 44.731316)
Atlantic Energy Storage Inc.,CleanTech,PIVP,15000,Halifax,Halifax Regional Municipality,B3P 1K9,2021 - 2022,-63.617462,44.624015,POINT (-63.617462 44.624015)
Atlantic Sea Cucumber Ltd.,Fish & Seafood Processing,EDP2,22500,Hacketts Cove,Halifax Regional Municipality,B3Z 3K7,2021 - 2022,-63.757708,44.662435,POINT (-63.757708 44.662435)
Atlantick Repellent Products Inc.,Chemicals & Plastics,EDP2,10530,Blockhouse,Lunenburg,B0J 1E0,2021 - 2022,-64.43241,44.438195,POINT (-64.43241 44.438195)
Atlantick Repellent Products Inc.,Chemicals & Plastics,EDP2,4534,Blockhouse,Lunenburg,B0J 1E0,2021 - 2022,-64.43241,44.438195,POINT (-64.43241 44.438195)
Atlantick Repellent Products Inc.,Chemicals & Plastics,EDP2,3235,Blockhouse,Lunenburg,B0J 1E0,2021 - 2022,-64.43241,44.438195,POINT (-64.43241 44.438195)
Aurea Technologies Inc.,CleanTech,PIVP,25000,Prospect,Halifax Regional Municipality,B3T 2K3,2021 - 2022,-63.782508,44.478909,POINT (-63.782508 44.478909)
Aurea Technologies Inc.,CleanTech,EDP2,30000,Dartmouth,Halifax Regional Municipality,B3T 2K3,2021 - 2022,-63.582833,44.716201,POINT (-63.582833 44.716201)
Axtion Independence Mobility Inc.,Life Sciences,PIVP,25000,Halifax,Halifax Regional Municipality,B3J 1B6,2021 - 2022,-63.574697,44.640812,POINT (-63.574697 44.640812)
Aycoutay Technologies Inc.,Life Sciences,EDP2,29000,Halifax,Halifax Regional Municipality,B3J 0C7,2021 - 2022,-63.573435,44.646003,POINT (-63.573435 44.646003)
B4Checkin Limited,ICT (includes Digital Media),EDP 1,13355,Halifax,Halifax Regional Municipality,B3K 1V7,2021 - 2022,-63.598975,44.658198,POINT (-63.598975 44.658198)
BDO Canada LLP Ã¢â‚¬â€œ Lixar Fuelled by BDO,Business Services,PRB,645400,Halifax,Halifax Regional Municipality,B3L 0B7,2021 - 2022,-63.617091,44.646445,POINT (-63.617091 44.646445)
Be Responsive Media Inc.,Business Services,EDP2,8500,Bedford,Halifax Regional Municipality,B4B 2E6,2021 - 2022,-63.70870774,44.70731791,POINT (-63.70870774 44.70731791)
Be Responsive Media Inc.,Business Services,EDP3,6490,Bedford,Halifax Regional Municipality,B4B 2E6,2021 - 2022,-63.70870774,44.70731791,POINT (-63.70870774 44.70731791)
Bend Beauty Inc.,Life Sciences,EDP 1,5172,Halifax,Halifax Regional Municipality,B3J 0C7,2021 - 2022,-63.573435,44.646003,POINT (-63.573435 44.646003)
Big Cove Foods Inc.,Agri-food,EDP2,3555,Thorburn,Pictou,B0K 1W0,2021 - 2022,-62.515155,45.599792,POINT (-62.515155 45.599792)
Big Leap Leadership Inc.,Business Services,EDP3,15000,Bedford,Halifax Regional Municipality,B4B 0T2,2021 - 2022,-63.704296,44.707511,POINT (-63.704296 44.707511)
Big Leap Leadership Inc.,Business Services,EDP2,15000,Bedford,Halifax Regional Municipality,B4B 0T2,2021 - 2022,-63.704296,44.707511,POINT (-63.704296 44.707511)
Big Waves Consulting,Business Services,EDP2,2500,Halifax,Halifax Regional Municipality,B3K 2E2,2021 - 2022,-63.604612,44.66191,POINT (-63.604612 44.66191)
Bill & Stanley Oyster Company Ltd.,Fish & Seafood Processing,EDP 1,3600,Whitehead,Guysborough,C0A 2E0,2021 - 2022,-61.17888,45.221773,POINT (-61.17888 45.221773)
Bill & Stanley Oyster Company Ltd.,Fish & Seafood Processing,EDP2,16788,Whitehead,Guysborough,C0A 2E0,2021 - 2022,-61.17888,45.221773,POINT (-61.17888 45.221773)
Blackwatch.Tech Inc.,ICT (includes Digital Media),PIVP,25000,Yarmouth,Yarmouth,B5A 4K4,2021 - 2022,-66.103728,43.852343,POINT (-66.103728 43.852343)
Blois Fish Processing Automation Limited,Fish & Seafood Processing,EDP 1,3650,River John,Pictou,B0K 1N0,2021 - 2022,-63.143743,45.751144,POINT (-63.143743 45.751144)
Blois Fish Processing Automation Limited,Fish & Seafood Processing,EDP 1,12292,River John,Pictou,B0K 1N0,2021 - 2022,-63.143743,45.751144,POINT (-63.143743 45.751144)
Bloqs4Good  Canada Inc.,ICT (includes Digital Media),EDP2,30000,Halifax,Halifax Regional Municipality,B3J 0E4,2021 - 2022,-63.572018,44.645954,POINT (-63.572018 44.645954)
Blue Harbour Cheese Incorporated,Agri-food,EDP2,23500,Dartmouth,Halifax Regional Municipality,B3A 4C5,2021 - 2022,-63.58675,44.681376,POINT (-63.58675 44.681376)
Blue Harbour Cheese Incorporated,Agri-food,EDP2,5000,Dartmouth,Halifax Regional Municipality,B3A 4C5,2021 - 2022,-63.58675,44.681376,POINT (-63.58675 44.681376)
Blue House Energy Retrofit and Training Inc.,Business Services,EDP3,14775,Glen Haven,Halifax Regional Municipality,B3Z 2T5,2021 - 2022,-63.93059,44.636731,POINT (-63.93059 44.636731)
Bluelight Analytics Inc.,Life Sciences,EDP2,30000,Halifax,Halifax Regional Municipality,B3L 4G4,2021 - 2022,-63.620539,44.642071,POINT (-63.620539 44.642071)
Bluelight Analytics Inc.,Life Sciences,PIVP,25000,Halifax,Halifax Regional Municipality,B3L 4G4,2021 - 2022,-63.620961,44.642314,POINT (-63.620961 44.642314)
Bomgar Canada Limited (operating as BeyondTrust),ICT (includes Digital Media),PRB,3630000,Halifax,Halifax Regional Municipality,B3J 3N4,2021 - 2022,-63.573692,44.64929,POINT (-63.573692 44.64929)
Bonfire Capital Inc.,Finance & Insurance,EDP3,14400,Halifax,Halifax Regional Municipality,B3M 4B9,2021 - 2022,-63.662206,44.685846,POINT (-63.662206 44.685846)
Bonfire Capital Inc.,Finance & Insurance,EDP2,6000,Halifax,Halifax Regional Municipality,B3M 4B9,2021 - 2022,-63.662206,44.685846,POINT (-63.662206 44.685846)
Bonfire Capital Inc.,Finance & Insurance,EDP3,12600,Halifax,Halifax Regional Municipality,B3M 4B9,2021 - 2022,-63.662206,44.685846,POINT (-63.662206 44.685846)
Boondoc Technologies Incorporated,ICT (includes Digital Media),EDP3,4250,Halifax,Halifax Regional Municipality,B3K 4X5,2021 - 2022,-63.61073,44.66188,POINT (-63.61073 44.66188)
Boondoc Technologies Incorporated,ICT (includes Digital Media),EDP 1,1050,Halifax,Halifax Regional Municipality,B3K 4X5,2021 - 2022,-63.61073,44.66188,POINT (-63.61073 44.66188)
Boondoc Technologies Incorporated,ICT (includes Digital Media),EDP2,14250,Halifax,Halifax Regional Municipality,B3K 4X5,2021 - 2022,-63.61073,44.66188,POINT (-63.61073 44.66188)
Boondoc Technologies Incorporated,ICT (includes Digital Media),EDP 1,862,Halifax,Halifax Regional Municipality,B3K 4X5,2021 - 2022,-63.61073,44.66188,POINT (-63.61073 44.66188)
Boondoc Technologies Incorporated,ICT (includes Digital Media),EDP 1,700,Halifax,Halifax Regional Municipality,B3K 4X5,2021 - 2022,-63.61073,44.66188,POINT (-63.61073 44.66188)
Boondoc Technologies Incorporated,ICT (includes Digital Media),EDP 1,3496,Halifax,Halifax Regional Municipality,B3K 4X5,2021 - 2022,-63.61073,44.66188,POINT (-63.61073 44.66188)
Boondoc Technologies Incorporated,ICT (includes Digital Media),EDP 1,1625,Halifax,Halifax Regional Municipality,B3K 4X5,2021 - 2022,-63.61073,44.66188,POINT (-63.61073 44.66188)
Breathing Space Yoga Studio Inc.,Other,EDP2,5700,Halifax,Halifax Regional Municipality,B3P 1S4,2021 - 2022,-64.053301,44.963585,POINT (-64.053301 44.963585)
Burnt Out Solutions Incorporated,Advanced Manufacturing,EDP2,5425,New Minas,Kings,B4N 3N2,2021 - 2022,-64.44981,45.067747,POINT (-64.44981 45.067747)
Butterfield Support Services (Halifax) Limited,Finance & Insurance,PRB,1138800,Halifax,Halifax Regional Municipality,B3J 3M8,2021 - 2022,-63.572656,44.647197,POINT (-63.572656 44.647197)
Candace Carnahan Motivational Speaking Inc.,Business Services,EDP2,3991,Halifax,Halifax Regional Municipality,B3L2Y6,2021 - 2022,-63.605094,44.645424,POINT (-63.605094 44.645424)
CarbonCure Technologies Inc.,Energy,EDP2,6000,Dartmouth,Halifax Regional Municipality,B3B 1Z6,2021 - 2022,-63.582456,44.716326,POINT (-63.582456 44.716326)
Career Story Project Inc.,Business Services,EDP2,10500,Halifax,Halifax Regional Municipality,B3M 1Z8,2021 - 2022,-63.661795,44.67946,POINT (-63.661795 44.67946)
Career Story Project Inc.,Business Services,EDP2,5500,Halifax,Halifax Regional Municipality,B3M 1Z8,2021 - 2022,-63.661795,44.67946,POINT (-63.661795 44.67946)
Career Story Project Inc.,Business Services,EDP3,13625,Halifax,Halifax Regional Municipality,B3M 1Z8,2021 - 2022,-63.661795,44.67946,POINT (-63.661795 44.67946)
Cartoon Conrad Productions Incorporated,ICT (includes Digital Media),EDP2,7012,Beaverbank,Halifax Regional Municipality,B4G 1C5,2021 - 2022,-63.682222,44.844779,POINT (-63.682222 44.844779)
CGI Information Systems and Management Consultants Inc.,ICT (includes Digital Media),PRB,4556250,Halifax,Halifax Regional Municipality,B3L 2C2,2021 - 2022,-63.627016,44.653682,POINT (-63.627016 44.653682)
Checkin Innovative Care Technologies Inc.,ICT (includes Digital Media),PIVP,15000,Dartmouth,Halifax Regional Municipality,B2Y 4J2,2021 - 2022,-63.552251,44.67888,POINT (-63.552251 44.67888)
Checkin Innovative Care Technologies Inc.,ICT (includes Digital Media),EDP2,17500,Dartmouth,Halifax Regional Municipality,B2Y 4J2,2021 - 2022,-63.552251,44.67888,POINT (-63.552251 44.67888)
Clare Machine Works Limited,Advanced Manufacturing,PIVP,15000,Meteghan,Digby,B0W 2L0,2021 - 2022,-66.14258,44.202205,POINT (-66.14258 44.202205)
Classic Freight Systems (2011) Limited,Transportation & Logistics,EDP2,7500,Halifax,Halifax Regional Municipality,B3B 1N8,2021 - 2022,-63.592902,44.706764,POINT (-63.592902 44.706764)
Clean Valley Bio-Filtration Technologies CIC,CleanTech,PIVP,15000,Dartmouth,Halifax Regional Municipality,B2Y 1N8,2021 - 2022,-63.545935,44.681221,POINT (-63.545935 44.681221)
Clean Valley Bio-Filtration Technologies CIC,CleanTech,EDP 1,1831,Dartmouth,Halifax Regional Municipality,B2Y 1N8,2021 - 2022,-63.545935,44.681221,POINT (-63.545935 44.681221)
Clean Valley Bio-Filtration Technologies CIC,CleanTech,EDP 1,1954,Dartmouth,Halifax Regional Municipality,B2Y 1N8,2021 - 2022,-63.545935,44.681221,POINT (-63.545935 44.681221)
Clean Valley Bio-Filtration Technologies CIC,CleanTech,EDP 1,2221,Dartmouth,Halifax Regional Municipality,B2Y 1N8,2021 - 2022,-63.545935,44.681221,POINT (-63.545935 44.681221)
Clean Valley Bio-Filtration Technologies CIC,CleanTech,EDP3,2573,Dartmouth,Halifax Regional Municipality,B2Y 1N8,2021 - 2022,-63.545935,44.681221,POINT (-63.545935 44.681221)
Clean Valley Bio-Filtration Technologies CIC,CleanTech,EDP 1,4128,Dartmouth,Halifax Regional Municipality,B2Y 1N8,2021 - 2022,-63.545935,44.681221,POINT (-63.545935 44.681221)
Clever Fruits Products Ltd.,Agri-food,PIVP,15000,Bridgewater,Halifax Regional Municipality,B2T 1K6,2021 - 2022,-64.52030248,44.3902989,POINT (-64.52030248 44.3902989)
Clever Fruits Products Ltd.,Agri-food,EDP 1,5000,Bridgewater,Lunenburg,B2T 1K6,2021 - 2022,-64.522024,44.379313,POINT (-64.522024 44.379313)
"Clinical Logistics, Inc.",Life Sciences,EDP 1,8600,Dartmouth,Halifax Regional Municipality,B3B 1S8,2021 - 2022,-63.646223,44.728198,POINT (-63.646223 44.728198)
"Clinical Logistics, Inc.",Life Sciences,EDP3,17600,Dartmouth,Halifax Regional Municipality,B3B 1S8,2021 - 2022,-63.646223,44.728198,POINT (-63.646223 44.728198)
Cloudlogic Technologies Pvt Ltd.,ICT (includes Digital Media),PRB,574860,Halifax,Halifax Regional Municipality,B3J 1M5,2021 - 2022,-63.57306,44.648636,POINT (-63.57306 44.648636)
Cognizant Technology Solutions Corporation,ICT (includes Digital Media),PRB,24979500,Halifax,Halifax Regional Municipality,B3L 0B7,2021 - 2022,-63.617091,44.646445,POINT (-63.617091 44.646445)
Cognizant Technology Solutions Corporation,ICT (includes Digital Media),PRB,2031315,Halifax,Halifax Regional Municipality,B3L 0B7,2021 - 2022,-63.617091,44.646445,POINT (-63.617091 44.646445)
Coloursmith Labs Inc.,Life Sciences,EDP2,7900,Halifax,Halifax Regional Municipality,B3H0A8,2021 - 2022,-63.582559,44.639784,POINT (-63.582559 44.639784)
Contingency Safety Solutions Inc.,Business Services,EDP2,15000,Dartmouth,Halifax Regional Municipality,B2X 3H8,2021 - 2022,-63.541526,44.701194,POINT (-63.541526 44.701194)
Copol International Ltd. - Packaging Films,Advanced Manufacturing,EDP3,9130,North Sydney,Cape Breton,B2A 3M4,2021 - 2022,-60.246199,46.227551,POINT (-60.246199 46.227551)
Cosgrove & Co. Strategy Consulting Ltd.,Business Services,EDP2,21800,Halifax,Halifax Regional Municipality,B3K 4C5,2021 - 2022,-63.592398,44.654514,POINT (-63.592398 44.654514)
Cove Kombucha Inc.,Agri-food,EDP2,7500,Halifax,Halifax Regional Municipality,B3J 1Z4,2021 - 2022,-63.572794,44.644805,POINT (-63.572794 44.644805)
Cove Kombucha Inc.,Agri-food,EDP2,22500,Halifax,Halifax Regional Municipality,B3J 1Z4,2021 - 2022,-63.572794,44.644805,POINT (-63.572794 44.644805)
CPQi Canada Limited,Finance & Insurance,PRB,1911000,Halifax,Halifax Regional Municipality,B3J 3N2,2021 - 2022,-63.574897,44.65118,POINT (-63.574897 44.65118)
Creative Curve Media Group Inc.,ICT (includes Digital Media),EDP3,5500,Halifax,Halifax Regional Municipality,B3L 2A3,2021 - 2022,-63.610639,44.653604,POINT (-63.610639 44.653604)
Cultivated Eco Systems Ltd.,Agri-food,EDP2,4000,Egerton,Pictou,B0K 1G0,2021 - 2022,-62.47712,45.606141,POINT (-62.47712 45.606141)
Cultureally Software Inc.,ICT (includes Digital Media),EDP3,14986,Pugwash,Cumberland,B0K1L0,2021 - 2022,-63.568301,45.872766,POINT (-63.568301 45.872766)
Cultureally Software Inc.,ICT (includes Digital Media),EDP2,15014,Pugwash,Cumberland,B0K1L0,2021 - 2022,-63.568301,45.872766,POINT (-63.568301 45.872766)
"DAMO Technology Corporation, Ltd.",Advanced Manufacturing,PRB,4985000,Halifax,Halifax Regional Municipality,B3J 3R7,2021 - 2022,-63.575819,44.651839,POINT (-63.575819 44.651839)
Dandelion Digital,Other,EDP3,2458,Beaverbank,Halifax Regional Municipality,B4E 0A2,2021 - 2022,-63.671653,44.811617,POINT (-63.671653 44.811617)
Davis Pierrynowski Limited,Business Services,EDP3,4750,Halifax,Halifax Regional Municipality,B3J 1R9,2021 - 2022,-63.569933,44.644436,POINT (-63.569933 44.644436)
Deep Cove Aqua Farms Limited,Fish & Seafood Processing,EDP2,27000,Blandford,Lunenburg,B0J 1C0,2021 - 2022,-64.117161,44.504049,POINT (-64.117161 44.504049)
Deep Cove Aqua Farms Limited,Fish & Seafood Processing,EDP2,3000,Blandford,Lunenburg,B0J 1C0,2021 - 2022,-64.117161,44.504049,POINT (-64.117161 44.504049)
Deep Cryogenics International Inc.,Advanced Manufacturing,EDP3,30000,Lunenburg,Lunenburg,B0J 2C0,2021 - 2022,-64.309889,44.37635,POINT (-64.309889 44.37635)
DeMone Monuments and Granite Products Limited,Advanced Manufacturing,EDP2,18250,Lunenburg,Lunenburg,B0J 2C0,2021 - 2022,-64.328225,44.376128,POINT (-64.328225 44.376128)
Denova Inc.,Life Sciences,PIVP,15000,Halifax,Halifax Regional Municipality,B3K 1S7,2021 - 2022,-63.595459,44.658713,POINT (-63.595459 44.658713)
Densitas Incorporated,ICT (includes Digital Media),EDP 1,5312,Halifax,Halifax Regional Municipality,B3H 0A8,2021 - 2022,-63.570501,44.6551354,POINT (-63.570501 44.6551354)
Dispension Industries Incorporated,Advanced Manufacturing,EDP 1,2550,Dartmouth,Halifax Regional Municipality,B3Y2W3,2021 - 2022,-63.563098,44.666682,POINT (-63.563098 44.666682)
Dispension Industries Incorporated,Advanced Manufacturing,EDP 1,4173,Dartmouth,Halifax Regional Municipality,B3Y2W3,2021 - 2022,-63.563098,44.666682,POINT (-63.563098 44.666682)
Dispension Industries Incorporated,Advanced Manufacturing,PIVP,15000,Dartmouth,Halifax Regional Municipality,B3Y2W3,2021 - 2022,-63.563098,44.666682,POINT (-63.563098 44.666682)
Distributions Akela Surf Inc.,Clothing & Textiles,EDP2,7640,Chezzetcook,Halifax Regional Municipality,B0J 1N0,2021 - 2022,-63.293214,44.646914,POINT (-63.293214 44.646914)
Distributions Akela Surf Inc.,Clothing & Textiles,EDP3,2375,Chezzetcook,Halifax Regional Municipality,B0J 1N0,2021 - 2022,-63.293214,44.646914,POINT (-63.293214 44.646914)
Distributions Akela Surf Inc.,Clothing & Textiles,EDP 1,1550,Head of Chezzetcook,Halifax Regional Municipality,B0J 1N0,2021 - 2022,-63.293214,44.646914,POINT (-63.293214 44.646914)
Ditch Doctor Atlantic Limited,Advanced Manufacturing,EDP2,14332,Glenholme,Colchester,B0M 1G0,2021 - 2022,-63.532571,45.4249,POINT (-63.532571 45.4249)
Doodlelovely Incorporated,Creative Industries,EDP3,9750,Hubbards,Halifax Regional Municipality,B0J 1T0,2021 - 2022,-64.038096,44.627527,POINT (-64.038096 44.627527)
Doodlelovely Incorporated,Creative Industries,EDP2,5250,Hubbards,Halifax Regional Municipality,B0J 1T0,2021 - 2022,-64.038096,44.627527,POINT (-64.038096 44.627527)
Dormie Golf Workshop Inc.,Advanced Manufacturing,EDP 1,3931,Halifax,Halifax Regional Municipality,B3K 5A5,2021 - 2022,-63.619407,44.664436,POINT (-63.619407 44.664436)
Dormie Golf Workshop Inc.,Advanced Manufacturing,EDP3,19650,Halifax,Halifax Regional Municipality,B3K 5A5,2021 - 2022,-63.619407,44.664436,POINT (-63.619407 44.664436)
Dormie Golf Workshop Inc.,Advanced Manufacturing,EDP 1,6350,Halifax,Halifax Regional Municipality,B3K 5A5,2021 - 2022,-63.619407,44.664436,POINT (-63.619407 44.664436)
DPP Golf Inc.,ICT (includes Digital Media),EDP2,3000,Halifax,Halifax Regional Municipality,B3J 2V1,2021 - 2022,-63.575819,44.651839,POINT (-63.575819 44.651839)
DPP Golf Inc.,ICT (includes Digital Media),EDP2,21562,Halifax,Halifax Regional Municipality,B3J 2V1,2021 - 2022,-63.575819,44.651839,POINT (-63.575819 44.651839)
DPP Golf Inc.,ICT (includes Digital Media),EDP 1,14400,Halifax,Halifax Regional Municipality,B3J 2V1,2021 - 2022,-63.575819,44.651839,POINT (-63.575819 44.651839)
DPP Golf Inc.,ICT (includes Digital Media),EDP 1,1232,Halifax,Halifax Regional Municipality,B3J 2V1,2021 - 2022,-63.575819,44.651839,POINT (-63.575819 44.651839)
DPP Golf Inc.,ICT (includes Digital Media),EDP2,5000,Halifax,Halifax Regional Municipality,B3J 2V1,2021 - 2022,-63.575819,44.651839,POINT (-63.575819 44.651839)
Duckish Natural Skin Care Limited,Advanced Manufacturing,EDP2,7938,Halifax,Halifax Regional Municipality,B3L 1K1,2021 - 2022,-63.595864,44.649644,POINT (-63.595864 44.649644)
Duckish Natural Skin Care Limited,Advanced Manufacturing,EDP2,17750,Halifax,Halifax Regional Municipality,B3L 1K1,2021 - 2022,-63.595864,44.649644,POINT (-63.595864 44.649644)
Duckish Natural Skin Care Limited,Advanced Manufacturing,EDP3,1092,Halifax,Halifax Regional Municipality,B3L 1K1,2021 - 2022,-63.595864,44.649644,POINT (-63.595864 44.649644)
Dykeview Farms Limited,Agri-food,PIVP,25000,Centreville,Kings,B0P 1J0,2021 - 2022,-64.47253,45.135585,POINT (-64.47253 45.135585)
Earthli Plant-Powered Superfoods Inc.,Agri-food,EDP2,2500,Halifax,Halifax Regional Municipality,B0N 2T0,2021 - 2022,-63.601889,44.64408,POINT (-63.601889 44.64408)
Eastern Slopes Directional Drilling Incorporated,Advanced Manufacturing,EDP2,11600,Tantallon,Halifax Regional Municipality,B3T 1P3,2021 - 2022,-63.673236,44.604133,POINT (-63.673236 44.604133)
